"p","K","nu","delta","sparse","alpha","independent","ARL","CAD","PFA","power","stream_1_ARL","stream_2_ARL","stream_3_ARL","stream_4_ARL","stream_5_ARL","stream_6_ARL","stream_7_ARL","stream_8_ARL","stream_9_ARL","stream_10_ARL","stream_1_CAD","stream_2_CAD","stream_3_CAD","stream_4_CAD","stream_5_CAD","stream_6_CAD","stream_7_CAD","stream_8_CAD","stream_9_CAD","stream_10_CAD"
0,2,100,0.0623840960113455,TRUE,1e-04,TRUE,141.726666666667,41.7266666666667,0,1,141.726666666667,Inf,NA,NA,NA,NA,NA,NA,NA,NA,41.7266666666667,1740.62962962963,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0623840960113455,TRUE,1e-04,TRUE,140.096666666667,40.0966666666667,0,1,140.096666666667,670.206666666667,NA,NA,NA,NA,NA,NA,NA,NA,40.0966666666667,570.206666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0623840960113455,TRUE,1e-04,TRUE,153.436666666667,53.4366666666667,0,1,153.436666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,53.4366666666667,2197.28571428571,1670.5,1562.9,2156.14285714286,1873.5,2114.16666666667,2365.2,1886.625,1461.25
1,10,100,0.0623840960113455,TRUE,1e-04,TRUE,150.993333333333,50.9933333333333,0,1,151.083333333333,918.183333333333,Inf,911.456666666666,Inf,879.9,946.186666666667,860.753333333333,924.946666666667,Inf,51.0833333333333,818.183333333333,800.558528428094,811.456666666666,811.632996632997,779.9,846.186666666667,760.753333333333,824.946666666667,763.632107023411
0,2,100,0.0736806299728077,TRUE,1e-04,TRUE,135.4,35.4,0,1,135.4,Inf,NA,NA,NA,NA,NA,NA,NA,NA,35.4,1617.59090909091,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0736806299728077,TRUE,1e-04,TRUE,134.31,34.31,0,1,134.31,651.95,NA,NA,NA,NA,NA,NA,NA,NA,34.31,551.95,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0736806299728077,TRUE,1e-04,TRUE,145.573333333333,45.5733333333333,0,1,145.573333333333,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,45.5733333333333,1483.66666666667,2186,1160,1714,1331.71428571429,2010.25,1673.5,1920,957
1,10,100,0.0736806299728077,TRUE,1e-04,TRUE,144.153333333333,44.1533333333333,0,1,144.153333333333,878.43,Inf,914.216666666667,913.353333333333,884.59,887.12,865.57,Inf,863.226666666667,44.1533333333333,778.43,818.826086956522,814.216666666667,813.353333333333,784.59,787.12,765.57,805.772575250836,763.226666666667
0,2,100,0.0870227442616544,TRUE,1e-04,TRUE,130.19,30.19,0,1,130.19,Inf,NA,NA,NA,NA,NA,NA,NA,NA,30.19,1646.46666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0870227442616544,TRUE,1e-04,TRUE,128.91,28.91,0,1,128.91,707.51,NA,NA,NA,NA,NA,NA,NA,NA,28.91,607.51,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0870227442616544,TRUE,1e-04,TRUE,138.963333333333,38.9633333333333,0,1,138.963333333333,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,38.9633333333333,1738,1707,1516.4,1671,1689,913.333333333333,1992.28571428571,2273.28571428571,1908.27272727273
1,10,100,0.0870227442616544,TRUE,1e-04,TRUE,137.626666666667,37.6266666666667,0,1,137.72,892.463333333333,904.536666666667,891.526666666667,940.196666666667,910.42,898.366666666667,860.493333333333,875.166666666667,885.896666666667,37.72,792.463333333333,804.536666666667,791.526666666667,840.196666666667,810.42,798.366666666667,760.493333333333,775.166666666667,785.896666666667
0,2,100,0.102780853280219,TRUE,1e-04,TRUE,126.183333333333,26.1833333333333,0,1,126.183333333333,Inf,NA,NA,NA,NA,NA,NA,NA,NA,26.1833333333333,1859.12903225806,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.102780853280219,TRUE,1e-04,TRUE,125.033333333333,25.25,0.00333333333333333,1,125.173333333333,688.936666666667,NA,NA,NA,NA,NA,NA,NA,NA,25.39,588.936666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.102780853280219,TRUE,1e-04,TRUE,133.336666666667,33.3366666666667,0,1,133.336666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,33.3366666666667,2134.83333333333,1958.5,1742.55555555556,1656.2,1843,1604.66666666667,1503.8,1908.83333333333,2193
1,10,100,0.102780853280219,TRUE,1e-04,TRUE,132.496666666667,32.4966666666667,0,1,132.496666666667,Inf,916.61,Inf,942.41,883.1,Inf,885.056666666667,Inf,906.126666666667,32.4966666666667,762.620805369128,816.61,786.963210702341,842.41,783.1,827.391304347826,785.056666666667,802.852842809364,806.126666666667
0,2,100,0.121392446200583,TRUE,1e-04,TRUE,122.87,22.87,0,1,122.87,Inf,NA,NA,NA,NA,NA,NA,NA,NA,22.87,1927.05714285714,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.121392446200583,TRUE,1e-04,TRUE,121.57,21.57,0,1,121.57,669.886666666667,NA,NA,NA,NA,NA,NA,NA,NA,21.57,569.886666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.121392446200583,TRUE,1e-04,TRUE,128.85,28.85,0,1,128.85,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,28.85,2044.25,1764.14285714286,2112.16666666667,1423.5,1762,1840,1505.44444444444,1749,1464
1,10,100,0.121392446200583,TRUE,1e-04,TRUE,127.91,27.91,0,1,127.91,Inf,910.63,895.616666666667,Inf,895.903333333333,925.14,872.356666666667,889.876666666667,914.13,27.91,832.454849498328,810.63,795.616666666667,774.103678929766,795.903333333333,825.14,772.356666666667,789.876666666667,814.13
0,2,100,0.143374232887377,TRUE,1e-04,TRUE,119.363333333333,19.3633333333333,0,1,119.363333333333,Inf,NA,NA,NA,NA,NA,NA,NA,NA,19.3633333333333,1336.54545454545,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.143374232887377,TRUE,1e-04,TRUE,118.68,18.68,0,1,118.68,656.7,NA,NA,NA,NA,NA,NA,NA,NA,18.68,556.7,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.143374232887377,TRUE,1e-04,TRUE,125.063333333333,25.0633333333333,0,1,125.063333333333,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,25.0633333333333,829,2091.6,1979,1992.75,1762.33333333333,2365,1659.25,1699.28571428571,1881.55555555556
1,10,100,0.143374232887377,TRUE,1e-04,TRUE,124.423333333333,24.4233333333333,0,1,124.46,864.27,897.816666666667,860.343333333333,884.013333333333,880.966666666667,900.94,891.383333333333,966.813333333333,905.64,24.46,764.27,797.816666666667,760.343333333333,784.013333333333,780.966666666667,800.94,791.383333333333,866.813333333333,805.64
0,2,100,0.169336489208544,TRUE,1e-04,TRUE,116.996666666667,16.9966666666667,0,1,116.996666666667,Inf,NA,NA,NA,NA,NA,NA,NA,NA,16.9966666666667,1489.26923076923,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.169336489208544,TRUE,1e-04,TRUE,116.543333333333,16.5433333333333,0,1,116.543333333333,671.2,NA,NA,NA,NA,NA,NA,NA,NA,16.5433333333333,571.2,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.169336489208544,TRUE,1e-04,TRUE,121.636666666667,21.6366666666667,0,1,121.636666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,21.6366666666667,1672.2,2142.28571428571,1896.16666666667,1862,1668.75,1899.6,1886,1920,1382.5
1,10,100,0.169336489208544,TRUE,1e-04,TRUE,120.496666666667,20.4966666666667,0,1,120.496666666667,Inf,864.41,Inf,923.42,930.07,Inf,Inf,886.31,927.53,20.4966666666667,823.732441471572,764.41,799.558528428094,823.42,830.07,853.147651006711,826.478260869565,786.31,827.53
0,2,100,0.2,TRUE,1e-04,TRUE,114.72,14.72,0,1,114.72,Inf,NA,NA,NA,NA,NA,NA,NA,NA,14.72,1753.22580645161,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.2,TRUE,1e-04,TRUE,114.23,14.23,0,1,114.256666666667,679.78,NA,NA,NA,NA,NA,NA,NA,NA,14.2566666666667,579.78,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.2,TRUE,1e-04,TRUE,118.656666666667,18.6566666666667,0,1,118.656666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,18.6566666666667,1797.8,NA,1854.16666666667,1248.4,1180.28571428571,1841.14285714286,1888,1871,1875.6
1,10,100,0.2,TRUE,1e-04,TRUE,118.403333333333,18.4033333333333,0,1,118.403333333333,Inf,915.693333333333,884.64,Inf,Inf,935.793333333333,900.453333333333,952.4,Inf,18.4033333333333,788.377926421405,815.693333333333,784.64,762.779264214047,774.913043478261,835.793333333333,800.453333333333,852.4,821.157190635451
0,2,100,0,FALSE,1e-04,FALSE,Inf,1475.953125,0,0.213333333333333,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,1504.52777777778,1554.61764705882,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0,FALSE,1e-04,FALSE,535.373333333333,435.373333333333,0,1,697.906666666667,698.263333333333,NA,NA,NA,NA,NA,NA,NA,NA,597.906666666667,598.263333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0,FALSE,1e-04,FALSE,Inf,1916.75925925926,0,0.18,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1854.85714285714,1467.75,2364.42857142857,1899,2335,1978.2,1832.5,2106.2,1975.44444444444,1864
1,10,100,0,FALSE,1e-04,FALSE,455.93,355.93,0,1,Inf,897.74,921.383333333333,925.003333333333,935.763333333333,885.58,Inf,926.166666666667,904.666666666667,Inf,826.083612040134,797.74,821.383333333333,825.003333333333,835.763333333333,785.58,791.909395973154,826.166666666667,804.666666666667,797.060200668896
0,2,100,0.01,FALSE,1e-04,FALSE,670.176666666667,570.176666666667,0,1,Inf,924.223333333333,NA,NA,NA,NA,NA,NA,NA,NA,827.083612040134,824.223333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.01,FALSE,1e-04,FALSE,326.146666666667,226.146666666667,0,1,409.923333333333,404.996666666667,NA,NA,NA,NA,NA,NA,NA,NA,309.923333333333,304.996666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.01,FALSE,1e-04,FALSE,Inf,1320.84444444444,0,0.9,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1781.72727272727,1788.84615384615,1887.62637362637,1753.87356321839,1810.18823529412,1751.3,1740.78021978022,1813.07865168539,1702.41860465116,1590.66666666667
1,10,100,0.01,FALSE,1e-04,FALSE,355.45,255.45,0,1,692.936666666667,673.036666666667,653.273333333333,657.153333333333,656.616666666667,663.013333333333,693.783333333333,693.893333333333,649.763333333333,657.063333333333,592.936666666667,573.036666666667,553.273333333333,557.153333333333,556.616666666667,563.013333333333,593.783333333333,593.893333333333,549.763333333333,557.063333333333
0,2,100,0.0118108035034134,FALSE,1e-04,FALSE,539.006666666667,439.006666666667,0,1,715.103333333333,702.376666666667,NA,NA,NA,NA,NA,NA,NA,NA,615.103333333333,602.376666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0118108035034134,FALSE,1e-04,FALSE,302.856666666667,202.856666666667,0,1,375.136666666667,374.036666666667,NA,NA,NA,NA,NA,NA,NA,NA,275.136666666667,274.036666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0118108035034134,FALSE,1e-04,FALSE,Inf,1160.57142857143,0,0.98,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1679.4776119403,1696,1640.70689655172,1691.02362204724,1671.11023622047,1667.23076923077,1733.88709677419,1620.61240310078,1750.96124031008,1734.77118644068
1,10,100,0.0118108035034134,FALSE,1e-04,FALSE,349.496666666667,249.496666666667,0,1,645.266666666667,629.916666666667,665.593333333333,642.723333333333,640.156666666667,658.146666666667,667.6,653.743333333333,678.953333333333,633.61,545.266666666667,529.916666666667,565.593333333333,542.723333333333,540.156666666667,558.146666666667,567.6,553.743333333333,578.953333333333,533.61
0,2,100,0.0139495079396242,FALSE,1e-04,FALSE,456.753333333333,356.753333333333,0,1,576.763333333333,585.776666666667,NA,NA,NA,NA,NA,NA,NA,NA,476.763333333333,485.776666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0139495079396242,FALSE,1e-04,FALSE,271.936666666667,171.936666666667,0,1,335.18,339.926666666667,NA,NA,NA,NA,NA,NA,NA,NA,235.18,239.926666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0139495079396242,FALSE,1e-04,FALSE,Inf,920.359060402685,0,0.993333333333333,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1478.95808383234,1562.25568181818,1605.13855421687,1674.64242424242,1554.00571428571,1583.70430107527,1587.36315789474,1545.00564971751,1599.73214285714,1638.16279069767
1,10,100,0.0139495079396242,FALSE,1e-04,FALSE,344.01,244.01,0,1,605.433333333333,626.753333333333,621.806666666667,612.706666666667,631.47,607.326666666667,645.436666666667,604.3,640.806666666667,616.276666666667,505.433333333333,526.753333333333,521.806666666667,512.706666666667,531.47,507.326666666667,545.436666666667,504.3,540.806666666667,516.276666666667
0,2,100,0.0164754897244207,FALSE,1e-04,FALSE,366.396666666667,266.396666666667,0,1,454.116666666667,452.7,NA,NA,NA,NA,NA,NA,NA,NA,354.116666666667,352.7,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0164754897244207,FALSE,1e-04,FALSE,267.79,167.79,0,1,322.523333333333,313.613333333333,NA,NA,NA,NA,NA,NA,NA,NA,222.523333333333,213.613333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0164754897244207,FALSE,1e-04,FALSE,851.56,751.56,0,1,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1526.76754385965,1492.70666666667,1558.95475113122,1486.85201793722,1555.42600896861,1549.09633027523,1563.42465753425,1464.35918367347,1496.99095022624,1549.59905660377
1,10,100,0.0164754897244207,FALSE,1e-04,FALSE,319.426666666667,219.426666666667,0,1,564.723333333333,568.296666666667,566.826666666667,576.053333333333,569.756666666667,592.04,591.396666666667,560.7,563.923333333333,564.996666666667,464.723333333333,468.296666666667,466.826666666667,476.053333333333,469.756666666667,492.04,491.396666666667,460.7,463.923333333333,464.996666666667
0,2,100,0.0194588771757639,FALSE,1e-04,FALSE,314.396666666667,214.396666666667,0,1,382.11,369.206666666667,NA,NA,NA,NA,NA,NA,NA,NA,282.11,269.206666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0194588771757639,FALSE,1e-04,FALSE,236.4,136.4,0,1,278.173333333333,286.9,NA,NA,NA,NA,NA,NA,NA,NA,178.173333333333,186.9,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0194588771757639,FALSE,1e-04,FALSE,717.256666666667,617.256666666667,0,1,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1307.94814814815,1377.74087591241,1276.53649635036,1358.68301886792,1372.31868131868,1323.87822878229,1279.50729927007,1371.01824817518,1354.12177121771,1258.30575539568
1,10,100,0.0194588771757639,FALSE,1e-04,FALSE,296.676666666667,196.676666666667,0,1,532.226666666667,539.12,513.453333333333,527.823333333333,538.583333333333,546.056666666667,517.99,534.436666666667,563.976666666667,533.303333333333,432.226666666667,439.12,413.453333333333,427.823333333333,438.583333333333,446.056666666667,417.99,434.436666666667,463.976666666667,433.303333333333
0,2,100,0.0229824974720003,FALSE,1e-04,FALSE,277.183333333333,177.183333333333,0,1,311.173333333333,322.82,NA,NA,NA,NA,NA,NA,NA,NA,211.173333333333,222.82,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0229824974720003,FALSE,1e-04,FALSE,226.576666666667,126.576666666667,0,1,267.96,267.113333333333,NA,NA,NA,NA,NA,NA,NA,NA,167.96,167.113333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0229824974720003,FALSE,1e-04,FALSE,582.596666666667,482.596666666667,0,1,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1111.98644067797,1066.7074829932,1101.97635135135,1078.73898305085,1067.2662116041,1104.28523489933,1023.09183673469,1113.69759450172,1100.49134948097,1098.93150684932
1,10,100,0.0229824974720003,FALSE,1e-04,FALSE,293.666666666667,193.666666666667,0,1,505.89,506.613333333333,494.366666666667,515.103333333333,510.136666666667,509.03,515.466666666667,499.313333333333,509.696666666667,515.736666666667,405.89,406.613333333333,394.366666666667,415.103333333333,410.136666666667,409.03,415.466666666667,399.313333333333,409.696666666667,415.736666666667
0,2,100,0.0271441761659491,FALSE,1e-04,FALSE,244.24,144.24,0,1,273.52,274.603333333333,NA,NA,NA,NA,NA,NA,NA,NA,173.52,174.603333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0271441761659491,FALSE,1e-04,FALSE,211.35,111.35,0,1,240.366666666667,243.91,NA,NA,NA,NA,NA,NA,NA,NA,140.366666666667,143.91,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0271441761659491,FALSE,1e-04,FALSE,490.45,390.45,0,1,926.82,Inf,977.633333333333,Inf,920.296666666667,Inf,Inf,923.66,918.22,983.673333333333,826.82,827.344481605351,877.633333333333,809.371237458194,820.296666666667,841.735785953177,824.447811447811,823.66,818.22,883.673333333333
1,10,100,0.0271441761659491,FALSE,1e-04,FALSE,268.776666666667,168.776666666667,0,1,470.993333333333,481.28,449.203333333333,471.69,461.82,449.956666666667,476.216666666667,475.023333333333,466.303333333333,457.263333333333,370.993333333333,381.28,349.203333333333,371.69,361.82,349.956666666667,376.216666666667,375.023333333333,366.303333333333,357.263333333333
0,2,100,0.0320594530958062,FALSE,1e-04,FALSE,213.526666666667,113.526666666667,0,1,236.066666666667,231.34,NA,NA,NA,NA,NA,NA,NA,NA,136.066666666667,131.34,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0320594530958062,FALSE,1e-04,FALSE,193.32,93.32,0,1,220.92,217.606666666667,NA,NA,NA,NA,NA,NA,NA,NA,120.92,117.606666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0320594530958062,FALSE,1e-04,FALSE,425.616666666667,325.616666666667,0,1,751.236666666667,715.993333333333,729.336666666667,748.096666666667,726.903333333333,759.326666666667,696.506666666667,726.603333333333,696.976666666667,727.343333333333,651.236666666667,615.993333333333,629.336666666667,648.096666666667,626.903333333333,659.326666666667,596.506666666667,626.603333333333,596.976666666667,627.343333333333
1,10,100,0.0320594530958062,FALSE,1e-04,FALSE,253.43,153.43,0,1,414.196666666667,426.593333333333,418.273333333333,417.183333333333,421.446666666667,410.616666666667,395.843333333333,425.84,421.133333333333,425.573333333333,314.196666666667,326.593333333333,318.273333333333,317.183333333333,321.446666666667,310.616666666667,295.843333333333,325.84,321.133333333333,325.573333333333
0,2,100,0.0378647900941465,FALSE,1e-04,FALSE,189.403333333333,89.4033333333333,0,1,203.066666666667,206.53,NA,NA,NA,NA,NA,NA,NA,NA,103.066666666667,106.53,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0378647900941465,FALSE,1e-04,FALSE,178.11,78.51,0.00333333333333333,1,199.703333333333,201.113333333333,NA,NA,NA,NA,NA,NA,NA,NA,99.7033333333333,101.816666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0378647900941465,FALSE,1e-04,FALSE,350.993333333333,250.993333333333,0,1,562.363333333333,565.316666666667,564.27,579.9,555.023333333333,567.606666666667,558.48,572.29,572.063333333333,581.446666666667,462.363333333333,465.316666666667,464.27,479.9,455.023333333333,467.606666666667,458.48,472.29,472.063333333333,481.446666666667
1,10,100,0.0378647900941465,FALSE,1e-04,FALSE,239.886666666667,139.886666666667,0,1,379.313333333333,389.57,384.646666666667,390.76,386.456666666667,375.546666666667,385.84,381.893333333333,382.243333333333,381.483333333333,279.313333333333,289.57,284.646666666667,290.76,286.456666666667,275.546666666667,285.84,281.893333333333,282.243333333333,281.483333333333
0,2,100,0.0447213595499958,FALSE,1e-04,FALSE,175.06,75.06,0,1,184.9,185.756666666667,NA,NA,NA,NA,NA,NA,NA,NA,84.9,85.7566666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0447213595499958,FALSE,1e-04,FALSE,164.183333333333,64.1833333333333,0,1,180.446666666667,180.216666666667,NA,NA,NA,NA,NA,NA,NA,NA,80.4466666666667,80.2166666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0447213595499958,FALSE,1e-04,FALSE,302.636666666667,202.636666666667,0,1,468.25,460.943333333333,456.473333333333,456.77,448.283333333333,466.97,464.41,452.026666666667,460.426666666667,471.293333333333,368.25,360.943333333333,356.473333333333,356.77,348.283333333333,366.97,364.41,352.026666666667,360.426666666667,371.293333333333
1,10,100,0.0447213595499958,FALSE,1e-04,FALSE,226.56,126.56,0,1,346.45,355.313333333333,347.18,349.123333333333,335.4,343.94,348.85,339.223333333333,362.23,361.2,246.45,255.313333333333,247.18,249.123333333333,235.4,243.94,248.85,239.223333333333,262.23,261.2
0,2,100,0.05281951900505,FALSE,1e-04,FALSE,162.706666666667,62.7066666666667,0,1,171.39,170.173333333333,NA,NA,NA,NA,NA,NA,NA,NA,71.39,70.1733333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.05281951900505,FALSE,1e-04,FALSE,155.266666666667,55.4433333333333,0.00333333333333333,1,168.156666666667,168.233333333333,NA,NA,NA,NA,NA,NA,NA,NA,68.1566666666667,68.4366666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.05281951900505,FALSE,1e-04,FALSE,265.623333333333,165.623333333333,0,1,392.873333333333,379.516666666667,374.463333333333,376.283333333333,388.943333333333,378.08,380.61,374.576666666667,379.67,382.05,292.873333333333,279.516666666667,274.463333333333,276.283333333333,288.943333333333,278.08,280.61,274.576666666667,279.67,282.05
1,10,100,0.05281951900505,FALSE,1e-04,FALSE,206.87,106.87,0,1,312.233333333333,310.423333333333,298.9,302.836666666667,304.91,320.29,304.883333333333,305.696666666667,318.22,309.103333333333,212.233333333333,210.423333333333,198.9,202.836666666667,204.91,220.29,204.883333333333,205.696666666667,218.22,209.103333333333
0,2,100,0.0623840960113455,FALSE,1e-04,FALSE,153.836666666667,53.8366666666667,0,1,159.936666666667,160.043333333333,NA,NA,NA,NA,NA,NA,NA,NA,59.9366666666667,60.0433333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0623840960113455,FALSE,1e-04,FALSE,148.13,48.13,0,1,158.463333333333,156.836666666667,NA,NA,NA,NA,NA,NA,NA,NA,58.4633333333333,56.8366666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0623840960113455,FALSE,1e-04,FALSE,234.75,134.75,0,1,314.98,312.62,317.36,313.423333333333,315.503333333333,313.596666666667,306.74,315.03,309.873333333333,308.226666666667,214.98,212.62,217.36,213.423333333333,215.503333333333,213.596666666667,206.74,215.03,209.873333333333,208.226666666667
1,10,100,0.0623840960113455,FALSE,1e-04,FALSE,192.643333333333,93.0933333333333,0.00333333333333333,1,273.89,279.933333333333,288.446666666667,278.13,278.86,275.356666666667,273.583333333333,277.783333333333,273.443333333333,282.53,173.89,179.933333333333,188.446666666667,178.13,178.86,176.173333333333,173.583333333333,177.783333333333,173.443333333333,182.53
0,2,100,0.0736806299728077,FALSE,1e-04,FALSE,145.256666666667,45.2566666666667,0,1,149.226666666667,149.936666666667,NA,NA,NA,NA,NA,NA,NA,NA,49.2266666666667,49.9366666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0736806299728077,FALSE,1e-04,FALSE,141.143333333333,41.1433333333333,0,1,147.77,149.786666666667,NA,NA,NA,NA,NA,NA,NA,NA,47.77,49.7866666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0736806299728077,FALSE,1e-04,FALSE,212.143333333333,112.143333333333,0,1,265.91,269.08,268.616666666667,265.653333333333,266.943333333333,267.963333333333,266.933333333333,270.173333333333,268.98,267.256666666667,165.91,169.08,168.616666666667,165.653333333333,166.943333333333,167.963333333333,166.933333333333,170.173333333333,168.98,167.256666666667
1,10,100,0.0736806299728077,FALSE,1e-04,FALSE,178.53,78.53,0,1,243.78,243.59,254.583333333333,254.546666666667,246.3,248.02,244.666666666667,246.37,246.833333333333,242.813333333333,143.78,143.59,154.583333333333,154.546666666667,146.3,148.02,144.666666666667,146.37,146.833333333333,142.813333333333
0,2,100,0.0870227442616544,FALSE,1e-04,FALSE,138.963333333333,38.9633333333333,0,1,142.533333333333,142.503333333333,NA,NA,NA,NA,NA,NA,NA,NA,42.5333333333333,42.5033333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0870227442616544,FALSE,1e-04,FALSE,134.666666666667,34.6666666666667,0,1,140.03,141.486666666667,NA,NA,NA,NA,NA,NA,NA,NA,40.03,41.4866666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0870227442616544,FALSE,1e-04,FALSE,194.75,94.75,0,1,235.766666666667,233.323333333333,234.966666666667,234.27,236.206666666667,232.963333333333,233.41,234.53,231.74,233.22,135.766666666667,133.323333333333,134.966666666667,134.27,136.206666666667,132.963333333333,133.41,134.53,131.74,133.22
1,10,100,0.0870227442616544,FALSE,1e-04,FALSE,169.523333333333,69.5233333333333,0,1,225.593333333333,221.22,220.95,221.73,221.666666666667,220.433333333333,225.766666666667,228.02,223.896666666667,224.973333333333,125.593333333333,121.22,120.95,121.73,121.666666666667,120.433333333333,125.766666666667,128.02,123.896666666667,124.973333333333
0,2,100,0.102780853280219,FALSE,1e-04,FALSE,132.666666666667,32.6666666666667,0,1,134.903333333333,135.54,NA,NA,NA,NA,NA,NA,NA,NA,34.9033333333333,35.54,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.102780853280219,FALSE,1e-04,FALSE,130.11,30.11,0,1,134.786666666667,134.856666666667,NA,NA,NA,NA,NA,NA,NA,NA,34.7866666666667,34.8566666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.102780853280219,FALSE,1e-04,FALSE,179.27,79.27,0,1,206.94,208.88,209.546666666667,208.246666666667,208.38,209.14,208.396666666667,205.233333333333,207.716666666667,207.45,106.94,108.88,109.546666666667,108.246666666667,108.38,109.14,108.396666666667,105.233333333333,107.716666666667,107.45
1,10,100,0.102780853280219,FALSE,1e-04,FALSE,162.903333333333,62.9033333333333,0,1,201.983333333333,204.64,207.066666666667,202.873333333333,204.7,203.88,203.786666666667,205.793333333333,205.766666666667,202.89,101.983333333333,104.64,107.066666666667,102.873333333333,104.7,103.88,103.786666666667,105.793333333333,105.766666666667,102.89
0,2,100,0.121392446200583,FALSE,1e-04,FALSE,128.47,28.47,0,1,130.743333333333,130.516666666667,NA,NA,NA,NA,NA,NA,NA,NA,30.7433333333333,30.5166666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.121392446200583,FALSE,1e-04,FALSE,125.363333333333,25.3633333333333,0,1,129.2,129.12,NA,NA,NA,NA,NA,NA,NA,NA,29.2,29.12,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.121392446200583,FALSE,1e-04,FALSE,167.37,67.37,0,1,188.1,188.256666666667,188.956666666667,187.246666666667,188.45,188.183333333333,186.983333333333,188.006666666667,188.873333333333,187.746666666667,88.1,88.2566666666667,88.9566666666667,87.2466666666667,88.45,88.1833333333333,86.9833333333333,88.0066666666667,88.8733333333333,87.7466666666667
