"p","K","nu","delta","sparse","alpha","independent","ARL","CAD","PFA","power","stream_1_ARL","stream_2_ARL","stream_3_ARL","stream_4_ARL","stream_5_ARL","stream_6_ARL","stream_7_ARL","stream_8_ARL","stream_9_ARL","stream_10_ARL","stream_1_CAD","stream_2_CAD","stream_3_CAD","stream_4_CAD","stream_5_CAD","stream_6_CAD","stream_7_CAD","stream_8_CAD","stream_9_CAD","stream_10_CAD"
0,10,100,0.0271441761659491,FALSE,1e-04,TRUE,436.606666666667,336.606666666667,0,1,933.116666666667,918.043333333333,908.736666666667,Inf,Inf,Inf,Inf,914.276666666667,Inf,Inf,833.116666666667,818.043333333333,808.736666666667,823.478114478114,839.986531986532,810.290969899666,807.680134680135,814.276666666667,843.826086956522,849.993311036789
1,10,100,0.0271441761659491,FALSE,1e-04,TRUE,253.05,153.05,0,1,461.173333333333,464.636666666667,462.186666666667,462.813333333333,470.483333333333,469.13,461.573333333333,466.106666666667,465.773333333333,470.9,361.173333333333,364.636666666667,362.186666666667,362.813333333333,370.483333333333,369.13,361.573333333333,366.106666666667,365.773333333333,370.9
0,2,100,0.0320594530958062,FALSE,1e-04,TRUE,214.07,114.07,0,1,240.326666666667,240.05,NA,NA,NA,NA,NA,NA,NA,NA,140.326666666667,140.05,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0320594530958062,FALSE,1e-04,TRUE,188.553333333333,88.5533333333333,0,1,216.586666666667,216.203333333333,NA,NA,NA,NA,NA,NA,NA,NA,116.586666666667,116.203333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0320594530958062,FALSE,1e-04,TRUE,377.693333333333,277.693333333333,0,1,733.196666666667,717.083333333333,741.07,723.656666666667,744.83,721.46,697.023333333333,711.94,726.29,766.666666666667,633.196666666667,617.083333333333,641.07,623.656666666667,644.83,621.46,597.023333333333,611.94,626.29,666.666666666667
1,10,100,0.0320594530958062,FALSE,1e-04,TRUE,237.43,137.43,0,1,426.306666666667,409.773333333333,422.153333333333,435.023333333333,429.573333333333,397.2,433.79,442.153333333333,433.29,421.9,326.306666666667,309.773333333333,322.153333333333,335.023333333333,329.573333333333,297.2,333.79,342.153333333333,333.29,321.9
0,2,100,0.0378647900941465,FALSE,1e-04,TRUE,188.836666666667,88.8366666666667,0,1,208.176666666667,207.863333333333,NA,NA,NA,NA,NA,NA,NA,NA,108.176666666667,107.863333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0378647900941465,FALSE,1e-04,TRUE,176.273333333333,76.2733333333333,0,1,198.09,202.183333333333,NA,NA,NA,NA,NA,NA,NA,NA,98.09,102.183333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0378647900941465,FALSE,1e-04,TRUE,326.323333333333,226.323333333333,0,1,562.87,543.66,557.683333333333,570.333333333333,591.82,568.696666666667,581.266666666667,554.966666666667,549.126666666667,567.01,462.87,443.66,457.683333333333,470.333333333333,491.82,468.696666666667,481.266666666667,454.966666666667,449.126666666667,467.01
1,10,100,0.0378647900941465,FALSE,1e-04,TRUE,216.606666666667,116.606666666667,0,1,385.956666666667,390.896666666667,379.856666666667,385.656666666667,373.053333333333,371.2,374.793333333333,391.976666666667,377.08,389.673333333333,285.956666666667,290.896666666667,279.856666666667,285.656666666667,273.053333333333,271.2,274.793333333333,291.976666666667,277.08,289.673333333333
0,2,100,0.0447213595499958,FALSE,1e-04,TRUE,173.87,73.87,0,1,189.143333333333,186.863333333333,NA,NA,NA,NA,NA,NA,NA,NA,89.1433333333333,86.8633333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0447213595499958,FALSE,1e-04,TRUE,161.88,61.88,0,1,181.783333333333,182.493333333333,NA,NA,NA,NA,NA,NA,NA,NA,81.7833333333333,82.4933333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0447213595499958,FALSE,1e-04,TRUE,280.986666666667,180.986666666667,0,1,464.9,464.403333333333,464.036666666667,452.603333333333,438.633333333333,456.38,446.303333333333,456.283333333333,456.913333333333,442.196666666667,364.9,364.403333333333,364.036666666667,352.603333333333,338.633333333333,356.38,346.303333333333,356.283333333333,356.913333333333,342.196666666667
1,10,100,0.0447213595499958,FALSE,1e-04,TRUE,205.81,105.81,0,1,343.136666666667,338.156666666667,361.226666666667,343.613333333333,336.67,339.306666666667,351.48,352.63,341.91,350.28,243.136666666667,238.156666666667,261.226666666667,243.613333333333,236.67,239.306666666667,251.48,252.63,241.91,250.28
0,2,100,0.05281951900505,FALSE,1e-04,TRUE,161.096666666667,61.0966666666667,0,1,168.993333333333,170.59,NA,NA,NA,NA,NA,NA,NA,NA,68.9933333333333,70.59,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.05281951900505,FALSE,1e-04,TRUE,153.783333333333,54.03,0.00666666666666667,1,169.85,168.4,NA,NA,NA,NA,NA,NA,NA,NA,70.1633333333333,68.7066666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.05281951900505,FALSE,1e-04,TRUE,249.81,149.81,0,1,373.646666666667,370.466666666667,378.116666666667,378.98,374.83,375.033333333333,364.196666666667,387.836666666667,373.82,371.276666666667,273.646666666667,270.466666666667,278.116666666667,278.98,274.83,275.033333333333,264.196666666667,287.836666666667,273.82,271.276666666667
1,10,100,0.05281951900505,FALSE,1e-04,TRUE,194.333333333333,94.3333333333333,0,1,315.596666666667,318.32,309.106666666667,301.91,317.766666666667,303.116666666667,301.13,319.786666666667,308.523333333333,310.023333333333,215.596666666667,218.32,209.106666666667,201.91,217.766666666667,203.116666666667,201.13,219.786666666667,208.523333333333,210.023333333333
0,2,100,0.0623840960113455,FALSE,1e-04,TRUE,152.23,52.23,0,1,159.293333333333,159.686666666667,NA,NA,NA,NA,NA,NA,NA,NA,59.2933333333333,59.6866666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0623840960113455,FALSE,1e-04,TRUE,144.993333333333,44.9933333333333,0,1,156.363333333333,156.063333333333,NA,NA,NA,NA,NA,NA,NA,NA,56.3633333333333,56.0633333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0623840960113455,FALSE,1e-04,TRUE,225.65,125.65,0,1,314.803333333333,311.666666666667,314.83,309.75,312.48,311.713333333333,307.24,310.456666666667,322.61,303.963333333333,214.803333333333,211.666666666667,214.83,209.75,212.48,211.713333333333,207.24,210.456666666667,222.61,203.963333333333
1,10,100,0.0623840960113455,FALSE,1e-04,TRUE,184.81,84.81,0,1,280.633333333333,278.47,275.08,277.8,278.01,281.436666666667,273.68,279.47,282.88,278.1,180.633333333333,178.47,175.08,177.8,178.01,181.436666666667,173.68,179.47,182.88,178.1
0,2,100,0.0736806299728077,FALSE,1e-04,TRUE,144.496666666667,44.4966666666667,0,1,150.126666666667,149.726666666667,NA,NA,NA,NA,NA,NA,NA,NA,50.1266666666667,49.7266666666667,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0736806299728077,FALSE,1e-04,TRUE,139.596666666667,39.5966666666667,0,1,148.886666666667,147.956666666667,NA,NA,NA,NA,NA,NA,NA,NA,48.8866666666667,47.9566666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0736806299728077,FALSE,1e-04,TRUE,204.126666666667,104.126666666667,0,1,266.15,267.96,266.15,264.796666666667,263.96,263.836666666667,267.82,267.27,269.376666666667,268.67,166.15,167.96,166.15,164.796666666667,163.96,163.836666666667,167.82,167.27,169.376666666667,168.67
1,10,100,0.0736806299728077,FALSE,1e-04,TRUE,171.943333333333,71.9433333333333,0,1,254.123333333333,246.503333333333,250.863333333333,248.663333333333,257.223333333333,250.683333333333,250.086666666667,245.48,253.486666666667,250.166666666667,154.123333333333,146.503333333333,150.863333333333,148.663333333333,157.223333333333,150.683333333333,150.086666666667,145.48,153.486666666667,150.166666666667
0,2,100,0.0870227442616544,FALSE,1e-04,TRUE,138.41,38.41,0,1,142.38,141.823333333333,NA,NA,NA,NA,NA,NA,NA,NA,42.38,41.8233333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0870227442616544,FALSE,1e-04,TRUE,133.84,33.84,0,1,140.92,141.1,NA,NA,NA,NA,NA,NA,NA,NA,40.92,41.1,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0870227442616544,FALSE,1e-04,TRUE,187.55,87.55,0,1,233.206666666667,231.446666666667,232.83,232.04,228.346666666667,231.636666666667,231.34,230.99,232.593333333333,232.553333333333,133.206666666667,131.446666666667,132.83,132.04,128.346666666667,131.636666666667,131.34,130.99,132.593333333333,132.553333333333
1,10,100,0.0870227442616544,FALSE,1e-04,TRUE,164.513333333333,64.5133333333333,0,1,223.316666666667,228.656666666667,225.226666666667,228.563333333333,229.433333333333,223.26,224.31,221.333333333333,229.806666666667,224.583333333333,123.316666666667,128.656666666667,125.226666666667,128.563333333333,129.433333333333,123.26,124.31,121.333333333333,129.806666666667,124.583333333333
0,2,100,0.102780853280219,FALSE,1e-04,TRUE,133.063333333333,33.0633333333333,0,1,136.183333333333,136.44,NA,NA,NA,NA,NA,NA,NA,NA,36.1833333333333,36.44,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.102780853280219,FALSE,1e-04,TRUE,128.746666666667,28.7466666666667,0,1,133.763333333333,134.013333333333,NA,NA,NA,NA,NA,NA,NA,NA,33.7633333333333,34.0133333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.102780853280219,FALSE,1e-04,TRUE,175.446666666667,75.4466666666667,0,1,208.536666666667,207.25,206.25,205.096666666667,205.926666666667,208.94,209.89,210.99,210.616666666667,208.793333333333,108.536666666667,107.25,106.25,105.096666666667,105.926666666667,108.94,109.89,110.99,110.616666666667,108.793333333333
1,10,100,0.102780853280219,FALSE,1e-04,TRUE,154.84,54.84,0,1,203.226666666667,203.33,201.31,204.47,204.36,203.593333333333,207.17,201.213333333333,203.393333333333,205.716666666667,103.226666666667,103.33,101.31,104.47,104.36,103.593333333333,107.17,101.213333333333,103.393333333333,105.716666666667
0,2,100,0.121392446200583,FALSE,1e-04,TRUE,127.84,27.84,0,1,130.496666666667,130.703333333333,NA,NA,NA,NA,NA,NA,NA,NA,30.4966666666667,30.7033333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.121392446200583,FALSE,1e-04,TRUE,125,25,0,1,128.966666666667,129.883333333333,NA,NA,NA,NA,NA,NA,NA,NA,28.9666666666667,29.8833333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.121392446200583,FALSE,1e-04,TRUE,164.64,64.64,0,1,186.076666666667,187.343333333333,188.65,188.506666666667,189.633333333333,188.66,188.883333333333,190.366666666667,188.21,189.036666666667,86.0766666666667,87.3433333333333,88.65,88.5066666666667,89.6333333333333,88.66,88.8833333333333,90.3666666666667,88.21,89.0366666666667
1,10,100,0.121392446200583,FALSE,1e-04,TRUE,147.983333333333,47.9833333333333,0,1,188.583333333333,184.09,187.506666666667,185.44,185.433333333333,185.036666666667,184.843333333333,184.523333333333,185.606666666667,184.53,88.5833333333333,84.09,87.5066666666667,85.44,85.4333333333333,85.0366666666667,84.8433333333333,84.5233333333333,85.6066666666667,84.53
0,2,100,0.143374232887377,FALSE,1e-04,TRUE,124.223333333333,24.2233333333333,0,1,126.536666666667,126.32,NA,NA,NA,NA,NA,NA,NA,NA,26.5366666666667,26.32,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.143374232887377,FALSE,1e-04,TRUE,121.08,21.28,0.00333333333333333,1,124.55,124.496666666667,NA,NA,NA,NA,NA,NA,NA,NA,24.55,24.6966666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.143374232887377,FALSE,1e-04,TRUE,156.01,56.01,0,1,174.33,174.096666666667,174.596666666667,174.053333333333,174.853333333333,173.506666666667,173.733333333333,174.533333333333,174.296666666667,173.91,74.33,74.0966666666667,74.5966666666667,74.0533333333333,74.8533333333333,73.5066666666667,73.7333333333333,74.5333333333333,74.2966666666667,73.91
1,10,100,0.143374232887377,FALSE,1e-04,TRUE,142.276666666667,42.2766666666667,0,1,170.633333333333,172.96,172.15,171.116666666667,172.773333333333,171.516666666667,171.87,170.81,170.906666666667,172.743333333333,70.6333333333333,72.96,72.15,71.1166666666667,72.7733333333333,71.5166666666667,71.87,70.81,70.9066666666667,72.7433333333333
0,2,100,0.169336489208544,FALSE,1e-04,TRUE,120.896666666667,20.8966666666667,0,1,122.623333333333,122.67,NA,NA,NA,NA,NA,NA,NA,NA,22.6233333333333,22.67,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.169336489208544,FALSE,1e-04,TRUE,118.92,18.92,0,1,121.62,122.2,NA,NA,NA,NA,NA,NA,NA,NA,21.62,22.2,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.169336489208544,FALSE,1e-04,TRUE,147.856666666667,47.8566666666667,0,1,162.98,162.446666666667,163.27,162.393333333333,162.256666666667,162.546666666667,163.643333333333,162.586666666667,162.483333333333,162.4,62.98,62.4466666666667,63.27,62.3933333333333,62.2566666666667,62.5466666666667,63.6433333333333,62.5866666666667,62.4833333333333,62.4
1,10,100,0.169336489208544,FALSE,1e-04,TRUE,136.343333333333,36.4266666666667,0.00333333333333333,1,162.176666666667,160.856666666667,162.163333333333,160.943333333333,161.783333333333,161.703333333333,158.293333333333,158.41,160.753333333333,159.543333333333,62.1766666666667,60.8566666666667,62.1633333333333,60.9433333333333,61.7833333333333,61.7033333333333,58.2933333333333,58.6666666666667,60.7533333333333,59.5433333333333
0,2,100,0.2,FALSE,1e-04,TRUE,118.553333333333,18.5533333333333,0,1,119.933333333333,120.073333333333,NA,NA,NA,NA,NA,NA,NA,NA,19.9333333333333,20.0733333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.2,FALSE,1e-04,TRUE,116.103333333333,16.2466666666667,0.00666666666666667,1,118.676666666667,118.516666666667,NA,NA,NA,NA,NA,NA,NA,NA,18.8066666666667,18.6166666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.2,FALSE,1e-04,TRUE,141.446666666667,41.4466666666667,0,1,153.286666666667,152.52,152.83,152.843333333333,153.176666666667,153.336666666667,153.076666666667,152.363333333333,152.23,152.413333333333,53.2866666666667,52.52,52.83,52.8433333333333,53.1766666666667,53.3366666666667,53.0766666666667,52.3633333333333,52.23,52.4133333333333
1,10,100,0.2,FALSE,1e-04,TRUE,132.64,32.64,0,1,151.016666666667,150.99,150.556666666667,152.27,152.056666666667,149.826666666667,151.51,151.016666666667,152.453333333333,150.883333333333,51.0166666666667,50.99,50.5566666666667,52.27,52.0566666666667,49.8266666666667,51.51,51.0166666666667,52.4533333333333,50.8833333333333
0,2,100,0,TRUE,1e-04,TRUE,Inf,1637.26829268293,0,0.136666666666667,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,1538.76,1791.1875,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0,TRUE,1e-04,TRUE,481.68,381.68,0,1,673.173333333333,649.423333333333,NA,NA,NA,NA,NA,NA,NA,NA,573.173333333333,549.423333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0,TRUE,1e-04,TRUE,Inf,1776.5,0,0.166666666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1554.11111111111,1525.8,1824.42857142857,1611.2,1843.5,2051.75,2174.4,1774.5,1630.66666666667,2055
1,10,100,0,TRUE,1e-04,TRUE,396.003333333333,296.003333333333,0,1,905.586666666667,867.183333333333,926.033333333333,Inf,949.18,877.08,914.91,922.856666666667,Inf,Inf,805.586666666667,767.183333333333,826.033333333333,778.816053511706,849.18,777.08,814.91,822.856666666667,759.317725752508,777.842809364549
0,2,100,0.01,TRUE,1e-04,TRUE,559.126666666667,459.126666666667,0,1,562.023333333333,Inf,NA,NA,NA,NA,NA,NA,NA,NA,462.023333333333,1524.92105263158,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.01,TRUE,1e-04,TRUE,315.673333333333,215.673333333333,0,1,336.446666666667,640.606666666667,NA,NA,NA,NA,NA,NA,NA,NA,236.446666666667,540.606666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.01,TRUE,1e-04,TRUE,743.68,643.68,0,1,750.886666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,650.886666666667,1522.6,2058.25,1715.125,1889.28571428571,1399.375,1693.875,1584.57142857143,1577,2105
1,10,100,0.01,TRUE,1e-04,TRUE,338.556666666667,238.556666666667,0,1,425.886666666667,875.293333333333,871.276666666667,899.72,Inf,904.273333333333,921.25,922.356666666667,888.873333333333,903.72,325.886666666667,775.293333333333,771.276666666667,799.72,803.886287625418,804.273333333333,821.25,822.356666666667,788.873333333333,803.72
0,2,100,0.0118108035034134,TRUE,1e-04,TRUE,448.153333333333,348.153333333333,0,1,449.93,Inf,NA,NA,NA,NA,NA,NA,NA,NA,349.93,1626.16129032258,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0118108035034134,TRUE,1e-04,TRUE,302.15,202.15,0,1,311.413333333333,653.396666666667,NA,NA,NA,NA,NA,NA,NA,NA,211.413333333333,553.396666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0118108035034134,TRUE,1e-04,TRUE,572.306666666667,472.306666666667,0,1,573.556666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,473.556666666667,1690.625,2810,1051,1271,1712.75,1853.5,2209.66666666667,1772.42857142857,1732.42857142857
1,10,100,0.0118108035034134,TRUE,1e-04,TRUE,323.906666666667,223.906666666667,0,1,379.523333333333,925.713333333333,905.463333333333,Inf,833.163333333333,Inf,Inf,933.06,924.616666666667,839.426666666667,279.523333333333,825.713333333333,805.463333333333,753.682274247492,733.163333333333,846.123745819398,800.943143812709,833.06,824.616666666667,739.426666666667
0,2,100,0.0139495079396242,TRUE,1e-04,TRUE,372.87,272.87,0,1,372.87,Inf,NA,NA,NA,NA,NA,NA,NA,NA,272.87,1607.93103448276,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0139495079396242,TRUE,1e-04,TRUE,275.756666666667,175.756666666667,0,1,286.42,Inf,NA,NA,NA,NA,NA,NA,NA,NA,186.42,568.304347826087,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0139495079396242,TRUE,1e-04,TRUE,458.803333333333,358.803333333333,0,1,458.916666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,358.916666666667,1523.16666666667,1670.8,1967.6,2059.2,1494.42857142857,1591.28571428571,1035.75,2308,1278.5
1,10,100,0.0139495079396242,TRUE,1e-04,TRUE,307.653333333333,207.653333333333,0,1,344.676666666667,896.77,883.506666666667,894.923333333333,Inf,857.143333333333,900.503333333333,954.073333333333,872.37,917.92,244.676666666667,796.77,783.506666666667,794.923333333333,829.341137123746,757.143333333333,800.503333333333,854.073333333333,772.37,817.92
0,2,100,0.0164754897244207,TRUE,1e-04,TRUE,309.926666666667,209.926666666667,0,1,309.926666666667,Inf,NA,NA,NA,NA,NA,NA,NA,NA,209.926666666667,1487.75,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0164754897244207,TRUE,1e-04,TRUE,257.663333333333,157.663333333333,0,1,261.823333333333,668.25,NA,NA,NA,NA,NA,NA,NA,NA,161.823333333333,568.25,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0164754897244207,TRUE,1e-04,TRUE,384.58,284.58,0,1,384.58,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,284.58,2489.5,2024.71428571429,2106.83333333333,1751.71428571429,1923,1872,1618.8,1799.91666666667,2290.75
1,10,100,0.0164754897244207,TRUE,1e-04,TRUE,288.4,188.4,0,1,315.32,842.296666666667,885.68,850.2,950.146666666667,877.713333333333,849.716666666667,891.06,904.45,897.233333333333,215.32,742.296666666667,785.68,750.2,850.146666666667,777.713333333333,749.716666666667,791.06,804.45,797.233333333333
0,2,100,0.0194588771757639,TRUE,1e-04,TRUE,268.426666666667,168.426666666667,0,1,268.426666666667,Inf,NA,NA,NA,NA,NA,NA,NA,NA,168.426666666667,1503.1875,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0194588771757639,TRUE,1e-04,TRUE,237.456666666667,137.456666666667,0,1,241.636666666667,661.903333333333,NA,NA,NA,NA,NA,NA,NA,NA,141.636666666667,561.903333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0194588771757639,TRUE,1e-04,TRUE,315.576666666667,215.576666666667,0,1,315.576666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,215.576666666667,2467,1539.71428571429,1778.625,1921,1748.71428571429,1830.83333333333,1954.5,889.25,1918.25
1,10,100,0.0194588771757639,TRUE,1e-04,TRUE,267.383333333333,167.383333333333,0,1,283.9,930.21,Inf,873.68,889.03,877.64,897.25,Inf,871.203333333333,923.43,183.9,830.21,819.364548494983,773.68,789.03,777.64,797.25,830.816053511706,771.203333333333,823.43
0,2,100,0.0229824974720003,TRUE,1e-04,TRUE,231.453333333333,131.453333333333,0,1,231.453333333333,Inf,NA,NA,NA,NA,NA,NA,NA,NA,131.453333333333,1749.48717948718,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0229824974720003,TRUE,1e-04,TRUE,210.43,110.43,0,1,211.946666666667,638.816666666667,NA,NA,NA,NA,NA,NA,NA,NA,111.946666666667,538.816666666667,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0229824974720003,TRUE,1e-04,TRUE,272.66,172.66,0,1,272.66,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,172.66,2142.4,1873,1910.5,1987.125,1102,1663.71428571429,1409,1806.33333333333,1309.33333333333
1,10,100,0.0229824974720003,TRUE,1e-04,TRUE,250.303333333333,150.303333333333,0,1,258.213333333333,916.606666666667,Inf,853.736666666667,884.563333333333,910.546666666667,Inf,851.17,885.15,906.65,158.213333333333,816.606666666667,795.177257525084,753.736666666667,784.563333333333,810.546666666667,823.979933110368,751.17,785.15,806.65
0,2,100,0.0271441761659491,TRUE,1e-04,TRUE,203.69,103.69,0,1,203.69,Inf,NA,NA,NA,NA,NA,NA,NA,NA,103.69,1719,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0271441761659491,TRUE,1e-04,TRUE,195.113333333333,95.1133333333333,0,1,195.646666666667,666.513333333333,NA,NA,NA,NA,NA,NA,NA,NA,95.6466666666667,566.513333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0271441761659491,TRUE,1e-04,TRUE,234.61,134.61,0,1,234.61,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,134.61,1703.8,2090.875,1835.71428571429,1940.6,1691.71428571429,1721,1851.83333333333,1735.8,1690
1,10,100,0.0271441761659491,TRUE,1e-04,TRUE,223.28,123.28,0,1,225.11,895.416666666667,901.633333333333,900.143333333333,898.96,880.86,904.04,Inf,Inf,903.366666666667,125.11,795.416666666667,801.633333333333,800.143333333333,798.96,780.86,804.04,812.224832214765,813.624161073826,803.366666666667
0,2,100,0.0320594530958062,TRUE,1e-04,TRUE,186.616666666667,86.6166666666667,0,1,186.616666666667,Inf,NA,NA,NA,NA,NA,NA,NA,NA,86.6166666666667,1717.59523809524,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0320594530958062,TRUE,1e-04,TRUE,181.41,81.41,0,1,181.896666666667,685.683333333333,NA,NA,NA,NA,NA,NA,NA,NA,81.8966666666667,585.683333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0320594530958062,TRUE,1e-04,TRUE,207.836666666667,107.836666666667,0,1,207.836666666667,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,107.836666666667,2025.66666666667,1618.22222222222,1795,1551,2119.75,1875.66666666667,2038.6,1954,1729.71428571429
1,10,100,0.0320594530958062,TRUE,1e-04,TRUE,200.39,100.39,0,1,201.303333333333,919.936666666667,Inf,924.4,Inf,920.753333333333,917.063333333333,Inf,893.076666666667,868.453333333333,101.303333333333,819.936666666667,801.785953177258,824.4,802.438127090301,820.753333333333,817.063333333333,795.56856187291,793.076666666667,768.453333333333
0,2,100,0.0378647900941465,TRUE,1e-04,TRUE,170.096666666667,70.0966666666667,0,1,170.096666666667,Inf,NA,NA,NA,NA,NA,NA,NA,NA,70.0966666666667,1571.7037037037,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0378647900941465,TRUE,1e-04,TRUE,168.026666666667,68.0266666666667,0,1,168.55,661.213333333333,NA,NA,NA,NA,NA,NA,NA,NA,68.55,561.213333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0378647900941465,TRUE,1e-04,TRUE,189.643333333333,89.6433333333333,0,1,189.643333333333,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,89.6433333333333,2487.5,1436.875,2086.83333333333,1908.33333333333,1538.25,1751,1959.33333333333,1724.75,1181.16666666667
1,10,100,0.0378647900941465,TRUE,1e-04,TRUE,188.73,88.73,0,1,189.21,911.766666666667,918.963333333333,Inf,890.09,900.513333333333,Inf,905.406666666667,893.93,900.17,89.21,811.766666666667,818.963333333333,818.221476510067,790.09,800.513333333333,844.250836120401,805.406666666667,793.93,800.17
0,2,100,0.0447213595499958,TRUE,1e-04,TRUE,157.74,57.74,0,1,157.74,Inf,NA,NA,NA,NA,NA,NA,NA,NA,57.74,1693.53333333333,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.0447213595499958,TRUE,1e-04,TRUE,155.42,55.42,0,1,155.716666666667,684.523333333333,NA,NA,NA,NA,NA,NA,NA,NA,55.7166666666667,584.523333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.0447213595499958,TRUE,1e-04,TRUE,175.253333333333,75.2533333333333,0,1,175.253333333333,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,75.2533333333333,1879.2,2082.77777777778,1327.66666666667,1323.14285714286,1472.16666666667,1761.66666666667,1739,1649.85714285714,1565
1,10,100,0.0447213595499958,TRUE,1e-04,TRUE,175.063333333333,75.0633333333333,0,1,175.246666666667,934.5,926.906666666667,Inf,917.623333333334,890.903333333333,946,Inf,Inf,Inf,75.2466666666667,834.5,826.906666666667,788.652173913043,817.623333333334,790.903333333333,846,806.848993288591,829.274247491639,838.846153846154
0,2,100,0.05281951900505,TRUE,1e-04,TRUE,149.726666666667,49.7266666666667,0,1,149.726666666667,Inf,NA,NA,NA,NA,NA,NA,NA,NA,49.7266666666667,1750,NA,NA,NA,NA,NA,NA,NA,NA
1,2,100,0.05281951900505,TRUE,1e-04,TRUE,145.533333333333,45.81,0.00333333333333333,1,145.693333333333,679.253333333333,NA,NA,NA,NA,NA,NA,NA,NA,45.97,579.253333333333,NA,NA,NA,NA,NA,NA,NA,NA
0,10,100,0.05281951900505,TRUE,1e-04,TRUE,162.933333333333,62.9333333333333,0,1,162.933333333333,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,62.9333333333333,1857.75,836,1742,1628.83333333333,1461.6,1711.14285714286,1226.5,1301.28571428571,1870.75
1,10,100,0.05281951900505,TRUE,1e-04,TRUE,161.54,61.7933333333333,0.00333333333333333,1,162.013333333333,Inf,917.83,Inf,922.403333333333,882.983333333333,925.223333333333,Inf,Inf,892.66,62.0133333333333,780.28762541806,817.83,800.471571906355,822.403333333333,782.983333333333,825.223333333333,804.632107023411,783.585284280937,792.66
