"p","K","nu","delta","sparse","alpha","criterion","independent","detector","combine","ARL","CAD","PFA","power"
1,2,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"oracle","joint",985.56,8.63333333333333,0.04,1
1,2,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"misspec","joint",991.303333333333,19.5233333333333,0.0433333333333333,1
1,2,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"bounded","average",992.953333333333,52.67,0.12,1
1,2,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"bounded","product",898.056666666667,41.4833333333333,0.233333333333333,1
0,10,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"oracle","joint",995.303333333333,3.83,0.02,1
0,10,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,662.625,0,0.88
0,10,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"bounded","average",1108.89,108.89,0,1
0,10,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"bounded","product",1011.89,39.2733333333333,0.05,1
1,10,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"oracle","joint",990.716666666667,8.63,0.0433333333333333,1
1,10,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"misspec","joint",91.3633333333332,543.041095890411,0.943333333333333,0.973333333333333
1,10,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"bounded","average",1106.05,108.13,0.00666666666666667,1
1,10,1000,0.143374232887377,TRUE,1e-04,"ARL",TRUE,"bounded","product",553.856666666667,46.8566666666667,0.703333333333333,1
0,2,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"oracle","joint",13.0333333333333,3.03333333333333,0,1
0,2,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"misspec","joint",16.1466666666667,6.14666666666667,0,1
0,2,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","average",45.3566666666667,35.3566666666667,0,1
0,2,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","product",30.6433333333333,20.6433333333333,0,1
1,2,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"oracle","joint",16.34,6.36,0.00333333333333333,1
1,2,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"misspec","joint",21.3833333333333,12.1266666666667,0.04,1
1,2,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","average",45.4033333333333,35.4033333333333,0,1
1,2,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","product",31.1233333333333,21.1233333333333,0,1
0,10,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"oracle","joint",12.99,2.99,0,1
0,10,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"misspec","joint",380.46,370.46,0,1
0,10,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","average",148.476666666667,138.476666666667,0,1
0,10,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","product",33,23,0,1
1,10,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"oracle","joint",16.6966666666667,6.76,0.00666666666666667,1
1,10,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"misspec","joint",14.7333333333333,250.246666666667,0.946666666666667,1
1,10,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","average",140.65,130.65,0,1
1,10,10,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","product",29.8333333333333,19.8333333333333,0,1
0,2,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"oracle","joint",990.973333333333,2.86,0.0266666666666667,1
0,2,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"misspec","joint",1003.49,6.07,0.00666666666666667,1
0,2,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","average",1040.20333333333,41.3466666666667,0.00333333333333333,1
0,2,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","product",1020.45333333333,30.7166666666667,0.0233333333333333,1
1,2,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"oracle","joint",976.346666666667,6.33,0.0733333333333333,1
1,2,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"misspec","joint",963.506666666667,11.69,0.0633333333333333,1
1,2,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","average",1013.89666666667,43.8866666666667,0.06,1
1,2,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","product",875.933333333333,34.2133333333333,0.256666666666667,1
0,10,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"oracle","joint",996.156666666667,2.97333333333333,0.0166666666666667,1
0,10,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,344.28762541806,0,0.996666666666667
0,10,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","average",1096.34666666667,96.3466666666667,0,1
0,10,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","product",1007.21333333333,35.5833333333333,0.0566666666666667,1
1,10,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"oracle","joint",988.443333333333,6.32,0.0366666666666667,1
1,10,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"misspec","joint",77.3866666666666,260.813333333333,0.94,1
1,10,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","average",1091.58666666667,94.8133333333333,0.01,1
1,10,1000,0.169336489208544,TRUE,1e-04,"ARL",TRUE,"bounded","product",558.5,39.9433333333333,0.676666666666667,1
0,2,10,0.2,TRUE,1e-04,"ARL",TRUE,"oracle","joint",12.2733333333333,2.27333333333333,0,1
0,2,10,0.2,TRUE,1e-04,"ARL",TRUE,"misspec","joint",13.8533333333333,3.85333333333333,0,1
0,2,10,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","average",40.76,30.76,0,1
0,2,10,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","product",28.2,18.2,0,1
1,2,10,0.2,TRUE,1e-04,"ARL",TRUE,"oracle","joint",15.06,5.10333333333333,0.00333333333333333,1
1,2,10,0.2,TRUE,1e-04,"ARL",TRUE,"misspec","joint",17.0333333333333,7.70333333333333,0.04,1
1,2,10,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","average",40.96,30.96,0,1
1,2,10,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","product",28.42,18.42,0,1
0,10,10,0.2,TRUE,1e-04,"ARL",TRUE,"oracle","joint",12.28,2.28,0,1
0,10,10,0.2,TRUE,1e-04,"ARL",TRUE,"misspec","joint",121.736666666667,111.736666666667,0,1
0,10,10,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","average",130.523333333333,120.523333333333,0,1
0,10,10,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","product",30.01,20.01,0,1
1,10,10,0.2,TRUE,1e-04,"ARL",TRUE,"oracle","joint",14.9066666666667,4.94,0.00333333333333333,1
1,10,10,0.2,TRUE,1e-04,"ARL",TRUE,"misspec","joint",8.15333333333333,86.57,0.913333333333333,1
1,10,10,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","average",124.55,114.55,0,1
1,10,10,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","product",27.37,17.37,0,1
0,2,1000,0.2,TRUE,1e-04,"ARL",TRUE,"oracle","joint",993.283333333333,2.24,0.02,1
0,2,1000,0.2,TRUE,1e-04,"ARL",TRUE,"misspec","joint",1001.68666666667,3.54666666666667,0.00666666666666667,1
0,2,1000,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","average",1034.56666666667,35.36,0.00333333333333333,1
0,2,1000,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","product",1017.5,27.02,0.0266666666666667,1
1,2,1000,0.2,TRUE,1e-04,"ARL",TRUE,"oracle","joint",994.95,4.98666666666667,0.0266666666666667,1
1,2,1000,0.2,TRUE,1e-04,"ARL",TRUE,"misspec","joint",965.72,8.07,0.0533333333333333,1
1,2,1000,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","average",1001.63666666667,39.1133333333333,0.0766666666666667,1
1,2,1000,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","product",923.4,31.92,0.19,1
0,10,1000,0.2,TRUE,1e-04,"ARL",TRUE,"oracle","joint",990.47,2.19666666666667,0.03,1
0,10,1000,0.2,TRUE,1e-04,"ARL",TRUE,"misspec","joint",1113.08333333333,113.083333333333,0,1
0,10,1000,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","average",1083.12333333333,83.1233333333333,0,1
0,10,1000,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","product",998.383333333333,29.6766666666667,0.0733333333333333,1
1,10,1000,0.2,TRUE,1e-04,"ARL",TRUE,"oracle","joint",989.8,5.13666666666667,0.02,1
1,10,1000,0.2,TRUE,1e-04,"ARL",TRUE,"misspec","joint",100.186666666667,105.466666666667,0.913333333333333,1
1,10,1000,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","average",1083.10333333333,83.1033333333333,0,1
1,10,1000,0.2,TRUE,1e-04,"ARL",TRUE,"bounded","product",543.366666666667,34.5566666666667,0.686666666666667,1
0,2,10,0,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
0,2,10,0,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1707.26315789474,0,0.0633333333333333
0,2,10,0,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1927.3,0,0.0333333333333333
1,2,10,0,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
1,2,10,0,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1445.18421052632,0,0.126666666666667
1,2,10,0,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1417.86842105263,0,0.253333333333333
0,10,10,0,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
0,10,10,0,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1733.4,0.00333333333333333,0.05
0,10,10,0,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,NA,0,0
1,10,10,0,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
1,10,10,0,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1467.10714285714,0.01,0.0933333333333333
1,10,10,0,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1787.8,0,0.166666666666667
0,2,1000,0,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
0,2,1000,0,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,877.071428571429,0.0333333333333333,0.0466666666666667
0,2,1000,0,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,801.714285714286,0,0.0233333333333333
1,2,1000,0,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
1,2,1000,0,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,939,0.0566666666666667,0.133333333333333
1,2,1000,0,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,892.611111111111,0.106666666666667,0.18
0,10,1000,0,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
0,10,1000,0,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,938.222222222222,0.0133333333333333,0.06
0,10,1000,0,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1483,0,0.00333333333333333
1,10,1000,0,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,NA,0,0
1,10,1000,0,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1091.61904761905,0.0433333333333333,0.07
1,10,1000,0,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1075.53333333333,0.05,0.15
0,2,10,0.01,FALSE,1e-04,"ARL",FALSE,"oracle","joint",411.963333333333,401.963333333333,0,1
0,2,10,0.01,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1435.24691358025,0,0.27
0,2,10,0.01,FALSE,1e-04,"ARL",FALSE,"bounded","average",560.28,550.28,0,1
1,2,10,0.01,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,759.130434782609,0,0.996666666666667
1,2,10,0.01,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1285.93617021277,0.00666666666666667,0.313333333333333
1,2,10,0.01,FALSE,1e-04,"ARL",FALSE,"bounded","average",547.656666666667,537.656666666667,0,1
0,10,10,0.01,FALSE,1e-04,"ARL",FALSE,"oracle","joint",845.936666666667,835.936666666667,0,1
0,10,10,0.01,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1505.15625,0,0.106666666666667
0,10,10,0.01,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1490.52684563758,0,0.993333333333333
1,10,10,0.01,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,1530.23344947735,0,0.956666666666667
1,10,10,0.01,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1345.60784313725,0.0166666666666667,0.17
1,10,10,0.01,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1215.46527777778,0,0.96
0,2,1000,0.01,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1259.14,308.606666666667,0.08,1
0,2,1000,0.01,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,873.8125,0.0333333333333333,0.213333333333333
0,2,1000,0.01,FALSE,1e-04,"ARL",FALSE,"bounded","average",1711.30666666667,716.38,0.00333333333333333,1
1,2,1000,0.01,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,613.291946308725,0.0533333333333333,0.993333333333333
1,2,1000,0.01,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,989.177419354839,0.0566666666666667,0.206666666666667
1,2,1000,0.01,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,713.939393939394,0.126666666666667,0.99
0,10,1000,0.01,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,612.114093959731,0.04,0.993333333333333
0,10,1000,0.01,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1059,0.0133333333333333,0.09
0,10,1000,0.01,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1357.60698689956,0,0.763333333333333
1,10,1000,0.01,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,985.378787878788,0,0.88
1,10,1000,0.01,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1025.85365853659,0.06,0.136666666666667
1,10,1000,0.01,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1054.09865470852,0.05,0.743333333333333
0,2,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"oracle","joint",301.343333333333,291.343333333333,0,1
0,2,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1363.14814814815,0.00333333333333333,0.27
0,2,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"bounded","average",434.043333333333,424.043333333333,0,1
1,2,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,644.28093645485,0,0.996666666666667
1,2,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1340.14583333333,0,0.32
1,2,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"bounded","average",448.08,438.08,0,1
0,10,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"oracle","joint",655.58,645.58,0,1
0,10,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1469.86046511628,0,0.143333333333333
0,10,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"bounded","average",1154.13,1144.13,0,1
1,10,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,1270.00687285223,0,0.97
1,10,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1551.61538461538,0.0133333333333333,0.173333333333333
1,10,10,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1026.21501706485,0,0.976666666666667
0,2,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1214.36,249.946666666667,0.05,1
0,2,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,875.814814814815,0.0366666666666667,0.18
0,2,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"bounded","average",1585.29333333333,588.593333333333,0.00333333333333333,1
1,2,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,498.789297658863,0.0266666666666667,0.996666666666667
1,2,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,916.381443298969,0.05,0.323333333333333
1,2,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,605.800675675676,0.0866666666666667,0.986666666666667
0,10,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,500.673400673401,0.05,0.99
0,10,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,987.473684210526,0.0133333333333333,0.0633333333333333
0,10,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1232.09056603774,0,0.883333333333333
1,10,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,853.465949820789,0.0133333333333333,0.93
1,10,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1075.51063829787,0.0433333333333333,0.156666666666667
1,10,1000,0.0118108035034134,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1021.156,0.0366666666666667,0.833333333333333
0,2,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"oracle","joint",240.516666666667,230.516666666667,0,1
0,2,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1353.13461538462,0,0.346666666666667
0,2,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"bounded","average",350.68,340.68,0,1
1,2,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"oracle","joint",539.71,529.71,0,1
1,2,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1312.00746268657,0.00333333333333333,0.446666666666667
1,2,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"bounded","average",377.926666666667,367.926666666667,0,1
0,10,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"oracle","joint",516.913333333333,506.913333333333,0,1
0,10,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1220.81818181818,0,0.11
0,10,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"bounded","average",922.57,912.57,0,1
1,10,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,1077.22818791946,0,0.993333333333333
1,10,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1278.40625,0.01,0.213333333333333
1,10,10,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,874.772575250836,0,0.996666666666667
0,2,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1143.30666666667,189.456666666667,0.0766666666666667,1
0,2,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,918.758620689655,0.0266666666666667,0.29
0,2,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"bounded","average",1493.43333333333,494.61,0.00333333333333333,1
1,2,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1345.41333333333,392.42,0.06,1
1,2,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1009.53191489362,0.04,0.313333333333333
1,2,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"bounded","average",1405.09333333333,511.09,0.136666666666667,1
0,10,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1344.64,400.451505016722,0.0666666666666667,0.996666666666667
0,10,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1115.22727272727,0.0366666666666667,0.0733333333333333
0,10,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,1077.70138888889,0,0.96
1,10,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,754.281355932203,0.02,0.983333333333333
1,10,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,911.945945945946,0.0366666666666667,0.123333333333333
1,10,1000,0.0139495079396242,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,929.512635379061,0.0566666666666667,0.923333333333333
0,2,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"oracle","joint",184.216666666667,174.216666666667,0,1
0,2,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1351.30405405405,0,0.493333333333333
0,2,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"bounded","average",269.18,259.18,0,1
1,2,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"oracle","joint",401.833333333333,391.833333333333,0,1
1,2,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1320.10563380282,0.00666666666666667,0.473333333333333
1,2,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"bounded","average",313.53,303.53,0,1
0,10,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"oracle","joint",390.506666666667,380.506666666667,0,1
0,10,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1454.56,0,0.166666666666667
0,10,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"bounded","average",741.693333333333,731.693333333333,0,1
1,10,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"oracle","joint",Inf,842.448160535117,0,0.996666666666667
1,10,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1283.08333333333,0.01,0.2
1,10,10,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"bounded","average",716.593333333333,706.593333333333,0,1
0,2,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1110.22333333333,144.673333333333,0.07,1
0,2,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1037.83333333333,0.04,0.3
0,2,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"bounded","average",1405.39666666667,409.44,0.00333333333333333,1
1,2,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1276.33666666667,309.966666666667,0.0566666666666667,1
1,2,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,952.82905982906,0.0466666666666667,0.39
1,2,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"bounded","average",1349.35666666667,421.736666666667,0.103333333333333,1
0,10,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1284.58333333333,322.163333333333,0.0566666666666667,1
0,10,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1089.03448275862,0.0366666666666667,0.0966666666666667
0,10,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"bounded","average",1912.25,912.25,0,1
1,10,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1606.16333333333,648.503333333333,0.0466666666666667,1
1,10,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,727.71052631579,0.0333333333333333,0.126666666666667
1,10,1000,0.0164754897244207,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,863.127586206897,0.0433333333333333,0.966666666666667
0,2,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"oracle","joint",143.716666666667,133.716666666667,0,1
0,2,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1350.82840236686,0,0.563333333333333
0,2,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"bounded","average",228.1,218.1,0,1
1,2,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"oracle","joint",300.623333333333,290.623333333333,0,1
1,2,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1265.67582417582,0.00333333333333333,0.606666666666667
1,2,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"bounded","average",244.39,234.39,0,1
0,10,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"oracle","joint",330.903333333333,320.903333333333,0,1
0,10,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1370.73170731707,0,0.136666666666667
0,10,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"bounded","average",579.22,569.22,0,1
1,10,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"oracle","joint",672.12,662.12,0,1
1,10,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1232.41558441558,0.00666666666666667,0.256666666666667
1,10,10,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"bounded","average",595.126666666667,585.126666666667,0,1
0,2,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1068.34666666667,112.413333333333,0.0733333333333333,1
0,2,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,863.714285714286,0.0266666666666667,0.466666666666667
0,2,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"bounded","average",1344.53333333333,344.533333333333,0,1
1,2,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1200.76333333333,252.666666666667,0.0866666666666667,1
1,2,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,971.72602739726,0.05,0.486666666666667
1,2,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"bounded","average",1314.39,367.516666666667,0.0733333333333333,1
0,10,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1203.34333333333,257.906666666667,0.0833333333333333,1
0,10,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,946.179487179487,0.0233333333333333,0.13
0,10,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"bounded","average",1752.47333333333,752.473333333333,0,1
1,10,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"oracle","joint",1448.26333333333,502.113333333333,0.0633333333333333,1
1,10,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,960.85,0.05,0.2
1,10,1000,0.0194588771757639,FALSE,1e-04,"ARL",FALSE,"bounded","average",Inf,777.14527027027,0.0233333333333333,0.986666666666667
0,2,10,0.0229824974720003,FALSE,1e-04,"ARL",FALSE,"oracle","joint",110.013333333333,100.013333333333,0,1
0,2,10,0.0229824974720003,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1284.95024875622,0,0.67
0,2,10,0.0229824974720003,FALSE,1e-04,"ARL",FALSE,"bounded","average",188.913333333333,178.913333333333,0,1
1,2,10,0.0229824974720003,FALSE,1e-04,"ARL",FALSE,"oracle","joint",236.1,226.1,0,1
1,2,10,0.0229824974720003,FALSE,1e-04,"ARL",FALSE,"misspec","joint",Inf,1175.46046511628,0,0.716666666666667
1,2,10,0.0229824974720003,FALSE,1e-04,"ARL",FALSE,"bounded","average",200.613333333333,190.613333333333,0,1
0,10,10,0.0229824974720003,FALSE,1e-04,"ARL",FALSE,"oracle","joint",254.82,244.82,0,1
