"p","K","nu","delta","sparse","alpha","criterion","independent","detector","combine","ARL","CAD","PFA","power"
1,10,1000,0.0870227442616544,FALSE,1e-04,"ARL",TRUE,"bounded","product",525.193333333333,42.1033333333333,0.72,1
0,2,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"oracle","joint",16.3666666666667,6.36666666666667,0,1
0,2,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"misspec","joint",35.9366666666667,25.9366666666667,0,1
0,2,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","average",51.6,41.6,0,1
0,2,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","product",33.6133333333333,23.6133333333333,0,1
1,2,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"oracle","joint",24.4433333333333,14.4433333333333,0,1
1,2,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"misspec","joint",58.1733333333333,49.1,0.02,1
1,2,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","average",53.6133333333333,43.6133333333333,0,1
1,2,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","product",35.37,25.37,0,1
0,10,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"oracle","joint",16.47,6.47,0,1
0,10,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,731.469178082192,0,0.973333333333333
0,10,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","average",92.9633333333333,82.9633333333333,0,1
0,10,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","product",25.28,15.28,0,1
1,10,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"oracle","joint",22.31,13.2666666666667,0.0433333333333333,1
1,10,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"misspec","joint",4.99666666666666,485.386666666667,0.986666666666667,1
1,10,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","average",95.6266666666667,85.6266666666667,0,1
1,10,10,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","product",24.9166666666667,14.9166666666667,0,1
0,2,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"oracle","joint",987.046666666667,6.35,0.04,1
0,2,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1019.27666666667,27.0033333333333,0.0133333333333333,1
0,2,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","average",1059.75333333333,61.2333333333333,0.00333333333333333,1
0,2,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","product",1038.3,45.4166666666667,0.0133333333333333,1
1,2,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"oracle","joint",996.606666666667,14.4133333333333,0.0466666666666667,1
1,2,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1004.22333333333,44.41,0.0466666666666667,1
1,2,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","average",996.863333333333,64.59,0.133333333333333,1
1,2,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","product",899.453333333333,49.4333333333333,0.236666666666667,1
0,10,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"oracle","joint",994.77,6.40666666666667,0.0266666666666667,1
0,10,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,683.85393258427,0,0.89
0,10,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","average",1126.7,126.7,0,1
0,10,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","product",1011.89,38.46,0.0466666666666667,1
1,10,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"oracle","joint",924.063333333333,14.59,0.12,1
1,10,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"misspec","joint",22.6933333333333,457.269624573379,0.983333333333333,0.976666666666667
1,10,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","average",1118.22,120.453333333333,0.00666666666666667,1
1,10,1000,0.102780853280219,FALSE,1e-04,"ARL",TRUE,"bounded","product",550.576666666667,37.11,0.683333333333333,1
0,2,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"oracle","joint",14.96,4.99,0.00333333333333333,1
0,2,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"misspec","joint",24.2933333333333,14.2933333333333,0,1
0,2,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","average",45.86,35.86,0,1
0,2,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","product",29.98,19.98,0,1
1,2,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"oracle","joint",21.81,11.81,0,1
1,2,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"misspec","joint",37.5766666666667,29.3966666666667,0.04,1
1,2,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","average",46.7866666666667,36.7866666666667,0,1
1,2,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","product",30.8666666666667,20.8666666666667,0,1
0,10,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"oracle","joint",14.8466666666667,4.84666666666667,0,1
0,10,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"misspec","joint",430.566666666667,420.566666666667,0,1
0,10,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","average",81.06,71.06,0,1
0,10,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","product",22.7033333333333,12.7033333333333,0,1
1,10,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"oracle","joint",17.9,10.3666666666667,0.136666666666667,1
1,10,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"misspec","joint",12.3566666666667,246.566666666667,0.97,1
1,10,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","average",83.3433333333333,73.3433333333333,0,1
1,10,10,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","product",22.6466666666667,12.6466666666667,0,1
0,2,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"oracle","joint",991.803333333333,4.80333333333333,0.03,1
0,2,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1015.25666666667,15.2566666666667,0,1
0,2,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","average",1051.70333333333,52.16,0.00333333333333333,1
0,2,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","product",1028.55666666667,38.1733333333333,0.0166666666666667,1
1,2,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"oracle","joint",977.03,10.9566666666667,0.0633333333333333,1
1,2,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"misspec","joint",999.383333333333,26.2166666666667,0.03,1
1,2,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","average",1019.25666666667,57.3833333333333,0.0733333333333333,1
1,2,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","product",911.523333333333,43.0533333333333,0.23,1
0,10,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"oracle","joint",990.2,4.89,0.0266666666666667,1
0,10,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,393.843537414966,0,0.98
0,10,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","average",1106.61,106.61,0,1
0,10,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","product",1029.01,33.05,0.0133333333333333,1
1,10,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"oracle","joint",893.74,11.62,0.126666666666667,1
1,10,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"misspec","joint",38.1733333333333,257.363333333333,0.97,1
1,10,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","average",1101.62,102.873333333333,0.00666666666666667,1
1,10,1000,0.121392446200583,FALSE,1e-04,"ARL",TRUE,"bounded","product",559.256666666667,31.6033333333333,0.686666666666667,1
0,2,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"oracle","joint",13.8633333333333,3.86333333333333,0,1
0,2,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"misspec","joint",19.1133333333333,9.11333333333334,0,1
0,2,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","average",41.16,31.16,0,1
0,2,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","product",27.2,17.2,0,1
1,2,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"oracle","joint",18.42,8.48333333333333,0.00666666666666667,1
1,2,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"misspec","joint",26.87,17.3166666666667,0.0233333333333333,1
1,2,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","average",41.76,31.76,0,1
1,2,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","product",27.9133333333333,17.9133333333333,0,1
0,10,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"oracle","joint",13.86,3.86,0,1
0,10,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"misspec","joint",211.263333333333,201.263333333333,0,1
0,10,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","average",71.2166666666667,61.2166666666667,0,1
0,10,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","product",20.62,10.62,0,1
1,10,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"oracle","joint",12.6766666666667,8.26,0.333333333333333,1
1,10,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"misspec","joint",5.00333333333334,137.94,0.966666666666667,1
1,10,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","average",73.22,63.22,0,1
1,10,10,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","product",20.8133333333333,10.8133333333333,0,1
0,2,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"oracle","joint",991.916666666667,3.92,0.0233333333333333,1
0,2,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1007.88,9.60666666666667,0.00333333333333333,1
0,2,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","average",1044.36,45.3266666666667,0.00333333333333333,1
0,2,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","product",1028.6,34.91,0.0133333333333333,1
1,2,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"oracle","joint",991.25,8.33,0.0433333333333333,1
1,2,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"misspec","joint",958.36,17.5933333333333,0.0666666666666667,1
1,2,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","average",1014.04,47.2166666666667,0.0866666666666667,1
1,2,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","product",901.333333333333,36.43,0.243333333333333,1
0,10,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"oracle","joint",997.953333333333,3.74,0.0233333333333333,1
0,10,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1205.84,205.84,0,1
0,10,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","average",1091.30666666667,91.3066666666667,0,1
0,10,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","product",1006.09333333333,28.1366666666667,0.0366666666666667,1
1,10,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"oracle","joint",683.44,8.5,0.333333333333333,1
1,10,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"misspec","joint",23.0233333333333,136.356666666667,0.98,1
1,10,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","average",1084.14666666667,85.8633333333333,0.00666666666666667,1
1,10,1000,0.143374232887377,FALSE,1e-04,"ARL",TRUE,"bounded","product",528.16,26.9033333333333,0.713333333333333,1
0,2,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"oracle","joint",12.9,2.9,0,1
0,2,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"misspec","joint",15.7866666666667,5.78666666666667,0,1
0,2,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","average",37.07,27.07,0,1
0,2,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","product",24.89,14.89,0,1
1,2,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"oracle","joint",16.2833333333333,6.33333333333333,0.00333333333333333,1
1,2,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"misspec","joint",19.6966666666667,11.11,0.0666666666666667,1
1,2,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","average",37.64,27.64,0,1
1,2,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","product",25.7666666666667,15.7666666666667,0,1
0,10,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"oracle","joint",12.91,2.91,0,1
0,10,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"misspec","joint",92.18,82.18,0,1
0,10,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","average",62.77,52.77,0,1
0,10,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","product",18.99,8.99,0,1
1,10,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"oracle","joint",7.83666666666666,6.56,0.563333333333333,1
1,10,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"misspec","joint",2.36333333333334,64.24,0.976666666666667,1
1,10,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","average",64.31,54.31,0,1
1,10,10,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","product",19.1833333333333,9.18333333333333,0,1
0,2,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"oracle","joint",988.776666666667,2.89,0.0233333333333333,1
0,2,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1005.57666666667,5.57666666666667,0,1
0,2,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","average",1036.29,38.7,0.00666666666666667,1
0,2,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","product",1021.26333333333,27.87,0.0133333333333333,1
1,2,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"oracle","joint",977.193333333333,6.39333333333333,0.0533333333333333,1
1,2,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"misspec","joint",966.016666666667,11.2633333333333,0.0566666666666667,1
1,2,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","average",995.78,42.84,0.1,1
1,2,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","product",910.41,33.6466666666667,0.2,1
0,10,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"oracle","joint",993.1,2.98666666666667,0.0233333333333333,1
0,10,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1084.30666666667,84.3066666666667,0,1
0,10,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","average",1076.08666666667,76.0866666666667,0,1
0,10,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","product",998.663333333333,23.8233333333333,0.0666666666666667,1
1,10,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"oracle","joint",409.356666666667,6.37666666666667,0.596666666666667,1
1,10,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"misspec","joint",25.99,67.59,0.976666666666667,1
1,10,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","average",1066.09666666667,70.5066666666667,0.01,1
1,10,1000,0.169336489208544,FALSE,1e-04,"ARL",TRUE,"bounded","product",505.303333333333,24.25,0.723333333333333,1
0,2,10,0.2,FALSE,1e-04,"ARL",TRUE,"oracle","joint",12.2033333333333,2.20333333333333,0,1
0,2,10,0.2,FALSE,1e-04,"ARL",TRUE,"misspec","joint",13.77,3.77,0,1
0,2,10,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","average",33.5433333333333,23.5433333333333,0,1
0,2,10,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","product",23.1666666666667,13.1666666666667,0,1
1,2,10,0.2,FALSE,1e-04,"ARL",TRUE,"oracle","joint",15.02,5.06,0.00333333333333333,1
1,2,10,0.2,FALSE,1e-04,"ARL",TRUE,"misspec","joint",16.62,7.76,0.0733333333333333,1
1,2,10,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","average",34.2166666666667,24.2166666666667,0,1
1,2,10,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","product",23.72,13.72,0,1
0,10,10,0.2,FALSE,1e-04,"ARL",TRUE,"oracle","joint",12.2466666666667,2.24666666666667,0,1
0,10,10,0.2,FALSE,1e-04,"ARL",TRUE,"misspec","joint",44.6966666666667,34.6966666666667,0,1
0,10,10,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","average",55.54,45.54,0,1
0,10,10,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","product",17.6033333333333,7.60333333333333,0,1
1,10,10,0.2,FALSE,1e-04,"ARL",TRUE,"oracle","joint",3.90666666666667,4.82333333333333,0.793333333333333,1
1,10,10,0.2,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1.56333333333333,35.07,0.986666666666667,1
1,10,10,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","average",56.8866666666667,46.8866666666667,0,1
1,10,10,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","product",18.3566666666667,8.35666666666667,0,1
0,2,1000,0.2,FALSE,1e-04,"ARL",TRUE,"oracle","joint",991.67,2.31333333333333,0.0233333333333333,1
0,2,1000,0.2,FALSE,1e-04,"ARL",TRUE,"misspec","joint",999.323333333333,3.63333333333333,0.01,1
0,2,1000,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","average",1032.54333333333,32.5433333333333,0,1
0,2,1000,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","product",1019.47666666667,24.39,0.01,1
1,2,1000,0.2,FALSE,1e-04,"ARL",TRUE,"oracle","joint",971.733333333333,5.03666666666667,0.0533333333333333,1
1,2,1000,0.2,FALSE,1e-04,"ARL",TRUE,"misspec","joint",956.34,7.57666666666667,0.0633333333333333,1
1,2,1000,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","average",988.21,35.6533333333333,0.1,1
1,2,1000,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","product",876.276666666667,27.3833333333333,0.246666666666667,1
0,10,1000,0.2,FALSE,1e-04,"ARL",TRUE,"oracle","joint",990.086666666667,2.33666666666667,0.0233333333333333,1
0,10,1000,0.2,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1034.33666666667,34.3366666666667,0,1
0,10,1000,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","average",1066.17333333333,66.1733333333333,0,1
0,10,1000,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","product",1001.69666666667,20.66,0.0366666666666667,1
1,10,1000,0.2,FALSE,1e-04,"ARL",TRUE,"oracle","joint",187.24,4.99333333333333,0.823333333333333,1
1,10,1000,0.2,FALSE,1e-04,"ARL",TRUE,"misspec","joint",25.8033333333334,36.74,0.976666666666667,1
1,10,1000,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","average",1062.08,62.08,0,1
1,10,1000,0.2,FALSE,1e-04,"ARL",TRUE,"bounded","product",538.31,19.6866666666667,0.69,1
0,2,10,0,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,NA,0,0
0,2,10,0,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1253.6,0,0.0666666666666667
0,2,10,0,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,2206.28571428571,0,0.0233333333333333
0,2,10,0,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,1941.25,0,0.0533333333333333
1,2,10,0,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,NA,0,0
1,2,10,0,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1171.75,0,0.12
1,2,10,0,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,1279.22972972973,0,0.246666666666667
1,2,10,0,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,1016.02272727273,0,0.44
0,10,10,0,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,NA,0,0
0,10,10,0,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1554.75,0,0.0133333333333333
0,10,10,0,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,NA,0,0
0,10,10,0,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,1603.72413793103,0,0.193333333333333
1,10,10,0,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,NA,0,0
1,10,10,0,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1378.30769230769,0.966666666666667,0.0433333333333333
1,10,10,0,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,1875.96153846154,0,0.0866666666666667
1,10,10,0,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,620.173431734317,0,0.903333333333333
0,2,1000,0,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,NA,0,0
0,2,1000,0,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,962.473684210526,0.0233333333333333,0.0633333333333333
0,2,1000,0,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,1006.5,0.01,0.02
0,2,1000,0,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,994.95,0.0166666666666667,0.0666666666666667
1,2,1000,0,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,NA,0,0
1,2,1000,0,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1069.48148148148,0.04,0.09
1,2,1000,0,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,883.019230769231,0.0933333333333333,0.173333333333333
1,2,1000,0,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,852.078651685393,0.23,0.296666666666667
0,10,1000,0,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,NA,0,0
0,10,1000,0,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1314,0,0.01
0,10,1000,0,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,NA,0,0
0,10,1000,0,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,868.222222222222,0.0533333333333333,0.12
1,10,1000,0,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,NA,0,0
1,10,1000,0,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,902.818181818182,0.96,0.0366666666666667
1,10,1000,0,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,1172.45161290323,0,0.103333333333333
1,10,1000,0,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,691.676328502415,0.693333333333333,0.69
0,2,10,0.01,TRUE,1e-04,"ARL",TRUE,"oracle","joint",322.436666666667,312.436666666667,0,1
0,2,10,0.01,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1342.3125,0,0.213333333333333
0,2,10,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","average",533.756666666667,523.756666666667,0,1
0,2,10,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","product",411.74,401.74,0,1
1,2,10,0.01,TRUE,1e-04,"ARL",TRUE,"oracle","joint",678.776666666667,668.776666666667,0,1
1,2,10,0.01,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1477.53246753247,0,0.256666666666667
1,2,10,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","average",560.113333333333,550.113333333333,0,1
1,2,10,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","product",403.893333333333,393.893333333333,0,1
0,10,10,0.01,TRUE,1e-04,"ARL",TRUE,"oracle","joint",312.853333333333,302.853333333333,0,1
0,10,10,0.01,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1805.25,0,0.0266666666666667
0,10,10,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","average",1413.27333333333,1403.27333333333,0,1
0,10,10,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","product",532.963333333333,522.963333333333,0,1
1,10,10,0.01,TRUE,1e-04,"ARL",TRUE,"oracle","joint",679,669,0,1
1,10,10,0.01,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1462.94117647059,0.96,0.0566666666666667
1,10,10,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,1351.48322147651,0,0.993333333333333
1,10,10,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","product",292.98,282.98,0,1
0,2,1000,0.01,TRUE,1e-04,"ARL",TRUE,"oracle","joint",1233.34333333333,271.086666666667,0.0566666666666667,1
0,2,1000,0.01,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1071.33333333333,0.01,0.11
0,2,1000,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","average",1714.08333333333,714.083333333333,0,1
0,2,1000,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","product",1543.93,555.466666666667,0.01,1
1,2,1000,0.01,TRUE,1e-04,"ARL",TRUE,"oracle","joint",1483.92666666667,530.073333333333,0.0433333333333333,1
1,2,1000,0.01,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,833.34693877551,0.0566666666666667,0.163333333333333
1,2,1000,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,795.047138047138,0.09,0.99
1,2,1000,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","product",1325.45333333333,609.486666666667,0.25,1
0,10,1000,0.01,TRUE,1e-04,"ARL",TRUE,"oracle","joint",1216.38666666667,265.196666666667,0.07,1
0,10,1000,0.01,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1260.33333333333,0.0133333333333333,0.01
0,10,1000,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,1508.29739776952,0,0.896666666666667
0,10,1000,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","product",1590.13333333333,643.816666666667,0.0533333333333333,1
1,10,1000,0.01,TRUE,1e-04,"ARL",TRUE,"oracle","joint",Inf,522.211409395973,0.0433333333333333,0.993333333333333
1,10,1000,0.01,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,996.529411764706,0.956666666666667,0.0566666666666667
1,10,1000,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","average",Inf,1248.704,0.00666666666666667,0.833333333333333
1,10,1000,0.01,TRUE,1e-04,"ARL",TRUE,"bounded","product",Inf,560.686868686869,0.676666666666667,0.99
0,2,10,0.0118108035034134,TRUE,1e-04,"ARL",TRUE,"oracle","joint",242.616666666667,232.616666666667,0,1
0,2,10,0.0118108035034134,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1277.76,0,0.166666666666667
0,2,10,0.0118108035034134,TRUE,1e-04,"ARL",TRUE,"bounded","average",433.713333333333,423.713333333333,0,1
0,2,10,0.0118108035034134,TRUE,1e-04,"ARL",TRUE,"bounded","product",321.433333333333,311.433333333333,0,1
1,2,10,0.0118108035034134,TRUE,1e-04,"ARL",TRUE,"oracle","joint",553.733333333333,543.733333333333,0,1
1,2,10,0.0118108035034134,TRUE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1370.64367816092,0.00333333333333333,0.29
1,2,10,0.0118108035034134,TRUE,1e-04,"ARL",TRUE,"bounded","average",453.223333333333,443.223333333333,0,1
1,2,10,0.0118108035034134,TRUE,1e-04,"ARL",TRUE,"bounded","product",323.76,313.76,0,1
